/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_473.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_473.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_473.jpg,0.07042254,0,0,6.636103
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_540.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_540.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_540.jpg,0.07042254,0,0,6.596018
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_607.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_607.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_607.jpg,0.07981221,0,0,6.542856
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_675.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_675.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_675.jpg,0.08450703,0,0,6.503251
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_742.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_742.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_742.jpg,0.09389672,0,0,6.463795
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_811.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_811.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_811.jpg,0.1220657,0,0,6.410925
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_878.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_878.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_878.jpg,0.1408451,0,0,6.371366
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_17_945.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_17_945.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_17_945.jpg,0.1596244,0,0,6.319131
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_18_016.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_18_016.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_18_016.jpg,0.1737089,0.117837,0,6.314665
/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/center_2019_01_16_16_33_18_084.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/left_2019_01_16_16_33_18_084.jpg,/home/jianjian/Nutstore/Self-Driving/Project4_research/IMG/right_2019_01_16_16_33_18_084.jpg,0.1877934,0.3530195,0,6.510535
